Lang Class,Lang Subclass,Train Size,Model,Embd Dim,EarlyStop,Round #,Test Set,Accuracy,Recall,Precision
SL,SL4,1k,s-rnn,10,True,1,Test2,0.8289999961853027,0.8289999961853027,0.8289999961853027
SL,SL4,1k,s-rnn,10,False,2,Test1,0.9179999828338623,0.9179999828338623,0.9179999828338623
SL,SL4,1k,s-rnn,10,False,2,Test2,0.847000002861023,0.847000002861023,0.847000002861023
SL,SL4,1k,s-rnn,10,True,2,Test1,0.8989999890327454,0.8989999890327454,0.8989999890327454
SL,SL4,1k,s-rnn,10,True,2,Test2,0.8389999866485596,0.8389999866485596,0.8389999866485596
SL,SL4,1k,s-rnn,10,False,3,Test1,0.9100000262260437,0.9100000262260437,0.9100000262260437
SL,SL4,1k,s-rnn,10,False,3,Test2,0.8410000205039978,0.8410000205039978,0.8410000205039978
SL,SL4,1k,s-rnn,10,True,3,Test1,0.8980000019073486,0.8980000019073486,0.8980000019073486
SL,SL4,1k,s-rnn,10,True,3,Test2,0.8370000123977661,0.8370000123977661,0.8370000123977661
SL,SL4,1k,s-rnn,30,False,1,Test1,0.9319999814033508,0.9319999814033508,0.9319999814033508
SL,SL4,1k,s-rnn,30,False,1,Test2,0.8840000033378601,0.8840000033378601,0.8840000033378601
SL,SL4,1k,s-rnn,30,True,1,Test1,0.8859999775886536,0.8859999775886536,0.8859999775886536
SL,SL4,1k,s-rnn,30,True,1,Test2,0.8299999833106995,0.8299999833106995,0.8299999833106995
SL,SL4,1k,s-rnn,30,False,2,Test1,0.9330000281333923,0.9330000281333923,0.9330000281333923
SL,SL4,1k,s-rnn,30,False,2,Test2,0.8730000257492065,0.8730000257492065,0.8730000257492065
SL,SL4,1k,s-rnn,30,True,2,Test1,0.8930000066757202,0.8930000066757202,0.8930000066757202
SL,SL4,1k,s-rnn,30,True,2,Test2,0.8360000252723694,0.8360000252723694,0.8360000252723694
SL,SL4,1k,s-rnn,30,False,3,Test1,0.9129999876022339,0.9129999876022339,0.9129999876022339
SL,SL4,1k,s-rnn,30,False,3,Test2,0.8479999899864197,0.8479999899864197,0.8479999899864197
SL,SL4,1k,s-rnn,30,True,3,Test1,0.8880000114440918,0.8880000114440918,0.8880000114440918
SL,SL4,1k,s-rnn,30,True,3,Test2,0.8360000252723694,0.8360000252723694,0.8360000252723694
SL,SL4,1k,s-rnn,100,False,1,Test1,0.9169999957084656,0.9169999957084656,0.9169999957084656
SL,SL4,1k,s-rnn,100,False,1,Test2,0.8619999885559082,0.8619999885559082,0.8619999885559082
SL,SL4,1k,s-rnn,100,True,1,Test1,0.8960000276565552,0.8960000276565552,0.8960000276565552
SL,SL4,1k,s-rnn,100,True,1,Test2,0.8379999995231628,0.8379999995231628,0.8379999995231628
SL,SL4,1k,s-rnn,100,False,2,Test1,0.902999997138977,0.902999997138977,0.902999997138977
SL,SL4,1k,s-rnn,100,False,2,Test2,0.8460000157356262,0.8460000157356262,0.8460000157356262
SL,SL4,1k,s-rnn,100,True,2,Test1,0.8650000095367432,0.8650000095367432,0.8650000095367432
SL,SL4,1k,s-rnn,100,True,2,Test2,0.8140000104904175,0.8140000104904175,0.8140000104904175
SL,SL4,1k,s-rnn,100,False,3,Test1,0.8970000147819519,0.8970000147819519,0.8970000147819519
